Kategorie,Frage,Antwort
CC-BY 2.0 (France) Attribution: tatoeba.org #433504 (CK) & #397872 (MikeMolto),Entschuldigung!,Excuse me.
CC-BY 2.0 (France) Attribution: tatoeba.org #433504 (CK) & #410211 (MUIRIEL),Entschuldigung.,Excuse me.
CC-BY 2.0 (France) Attribution: tatoeba.org #433504 (CK) & #499092 (Pfirsichbaeumchen),Entschuldigen Sie!,Excuse me.
CC-BY 2.0 (France) Attribution: tatoeba.org #433511 (CK) & #366461 (Wolf),Fantastisch!,Fantastic!
CC-BY 2.0 (France) Attribution: tatoeba.org #433511 (CK) & #5587659 (raggione),Ganz toll!,Fantastic!
CC-BY 2.0 (France) Attribution: tatoeba.org #1972624 (CK) & #7277176 (Yorwba),Fühl mal.,Feel this.
CC-BY 2.0 (France) Attribution: tatoeba.org #250135 (CK) & #990067 (Peanutfan),Folge mir.,Follow me.
CC-BY 2.0 (France) Attribution: tatoeba.org #1178694 (CK) & #1009327 (MUIRIEL),Vergiss es!,Forget it!
CC-BY 2.0 (France) Attribution: tatoeba.org #1178694 (CK) & #2144201 (freddy1),Daraus wird nichts.,Forget it!
CC-BY 2.0 (France) Attribution: tatoeba.org #20398 (Eldad) & #916052 (Fingerhut),Vergiss es.,Forget it.
CC-BY 2.0 (France) Attribution: tatoeba.org #20398 (Eldad) & #1458124 (al_ex_an_der),Das kannst du knicken.,Forget it.
CC-BY 2.0 (France) Attribution: tatoeba.org #1512159 (CM) & #8861392 (mramosch),Vergiss mich!,Forget me.
CC-BY 2.0 (France) Attribution: tatoeba.org #1512159 (CM) & #8861393 (mramosch),Vergesst mich!,Forget me.
CC-BY 2.0 (France) Attribution: tatoeba.org #1512159 (CM) & #8861394 (mramosch),Vergessen Sie mich!,Forget me.
CC-BY 2.0 (France) Attribution: tatoeba.org #1989588 (CK) & #1600405 (Pfirsichbaeumchen),Mach dich bereit!,Get ready.
CC-BY 2.0 (France) Attribution: tatoeba.org #1989588 (CK) & #8597832 (Roujin),Mach dich fertig.,Get ready.
CC-BY 2.0 (France) Attribution: tatoeba.org #4394847 (CK) & #3331180 (brauchinet),Nur zu!,Go for it.
CC-BY 2.0 (France) Attribution: tatoeba.org #4394847 (CK) & #6625084 (Felixjp),Tue es.,Go for it.
CC-BY 2.0 (France) Attribution: tatoeba.org #1972634 (CK) & #2169176 (Vortarulo),Hol's dir!,Go get it.
CC-BY 2.0 (France) Attribution: tatoeba.org #2428954 (CK) & #2431183 (Pfirsichbaeumchen),Geh rein!,Go inside.
CC-BY 2.0 (France) Attribution: tatoeba.org #2428954 (CK) & #3040106 (roeschter),Komm rein.,Go inside.
CC-BY 2.0 (France) Attribution: tatoeba.org #2649250 (CK) & #662117 (stefz),Geh schlafen!,Go to bed.
CC-BY 2.0 (France) Attribution: tatoeba.org #2649250 (CK) & #2436846 (Pfirsichbaeumchen),Geh ins Bett!,Go to bed.
CC-BY 2.0 (France) Attribution: tatoeba.org #2649250 (CK) & #2657189 (Pfirsichbaeumchen),Geht ins Bett!,Go to bed.
CC-BY 2.0 (France) Attribution: tatoeba.org #2649250 (CK) & #2657190 (Pfirsichbaeumchen),Legt euch schlafen!,Go to bed.
CC-BY 2.0 (France) Attribution: tatoeba.org #7822164 (sharris123) & #4806337 (Raringo),Gute Nacht.,Goodnight.
CC-BY 2.0 (France) Attribution: tatoeba.org #7822164 (sharris123) & #8597808 (Roujin),Schönen Abend.,Goodnight.
CC-BY 2.0 (France) Attribution: tatoeba.org #1972635 (CK) & #6643157 (Felixjp),Nimm das.,Grab that.
CC-BY 2.0 (France) Attribution: tatoeba.org #1972635 (CK) & #8597830 (Roujin),Hol das.,Grab that.
CC-BY 2.0 (France) Attribution: tatoeba.org #268620 (CM) & #1814451 (Tamy),Hände weg!,Hands off.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111823 (CK) & #4942814 (Hans_Adler),Nimm dir davon.,Have some.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111823 (CK) & #4942816 (Hans_Adler),Nehmen Sie davon.,Have some.
CC-BY 2.0 (France) Attribution: tatoeba.org #371409 (saeb) & #450240 (al_ex_an_der),Er ist krank.,He is ill.
CC-BY 2.0 (France) Attribution: tatoeba.org #302334 (CK) & #364435 (Wolf),Er ist alt.,He is old.
CC-BY 2.0 (France) Attribution: tatoeba.org #806401 (FeuDRenais) & #8839654 (wolfgangth),Er rasierte sich.,He shaved.
CC-BY 2.0 (France) Attribution: tatoeba.org #1320015 (Eldad) & #7712483 (wolfgangth),Er lächelte.,He smiled.
CC-BY 2.0 (France) Attribution: tatoeba.org #1383444 (CK) & #1386432 (al_ex_an_der),Er ist DJ.,He's a DJ.
CC-BY 2.0 (France) Attribution: tatoeba.org #1383444 (CK) & #1833392 (Pfirsichbaeumchen),Er ist Plattenaufleger.,He's a DJ.
CC-BY 2.0 (France) Attribution: tatoeba.org #838848 (Scott) & #860311 (Esperantostern),Er ist schnell.,He's fast.
CC-BY 2.0 (France) Attribution: tatoeba.org #1855193 (Spamster) & #1857848 (Pfirsichbaeumchen),Er ist gut.,He's good.
CC-BY 2.0 (France) Attribution: tatoeba.org #2030108 (Spamster) & #2030506 (Pfirsichbaeumchen),Er ist träge.,He's lazy.
CC-BY 2.0 (France) Attribution: tatoeba.org #1790802 (Spamster) & #1790810 (Pfirsichbaeumchen),Er ist reich.,He's rich.
CC-BY 2.0 (France) Attribution: tatoeba.org #288007 (CM) & #5709562 (halfdan),Er ist sexy.,He's sexy.
CC-BY 2.0 (France) Attribution: tatoeba.org #8102686 (CK) & #8861485 (mramosch),Fahr Richtung Osten.,Head east.
CC-BY 2.0 (France) Attribution: tatoeba.org #8102686 (CK) & #8861536 (mramosch),Fahren Sie Richtung Osten.,Head east.
CC-BY 2.0 (France) Attribution: tatoeba.org #8102686 (CK) & #8861537 (mramosch),Fahrt Richtung Osten.,Head east.
CC-BY 2.0 (France) Attribution: tatoeba.org #1540806 (CK) & #3033800 (Pfirsichbaeumchen),Hier bin ich.,Here I am.
CC-BY 2.0 (France) Attribution: tatoeba.org #72539 (CS) & #369772 (MUIRIEL),Hier sind fünf Dollar.,Here's $5.
CC-BY 2.0 (France) Attribution: tatoeba.org #1972642 (CK) & #1684247 (Pfirsichbaeumchen),Nicht schießen!,Hold fire.
CC-BY 2.0 (France) Attribution: tatoeba.org #1972645 (CK) & #4941591 (Hans_Adler),Halt das!,Hold this.
CC-BY 2.0 (France) Attribution: tatoeba.org #1972645 (CK) & #4941592 (Hans_Adler),Halt das mal.,Hold this.
CC-BY 2.0 (France) Attribution: tatoeba.org #1972645 (CK) & #4941594 (Hans_Adler),Halten Sie das!,Hold this.
CC-BY 2.0 (France) Attribution: tatoeba.org #1972645 (CK) & #4941596 (Hans_Adler),Haltet das!,Hold this.
CC-BY 2.0 (France) Attribution: tatoeba.org #72077 (CM) & #2940050 (Manfredo),Schrecklich!,How awful!
CC-BY 2.0 (France) Attribution: tatoeba.org #1487691 (marshmallowcat) & #2116023 (Pfirsichbaeumchen),Wie ist die Lage?,How is it?
CC-BY 2.0 (France) Attribution: tatoeba.org #4462562 (CK) & #4941572 (Hans_Adler),Wie seltsam!,How weird!
CC-BY 2.0 (France) Attribution: tatoeba.org #2203861 (CK) & #7141488 (Luiaard),Lass Tom doch seinen Willen.,Humor Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203861 (CK) & #7141498 (Luiaard),Lasst Tom doch seinen Willen.,Humor Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #1164098 (etoile) & #785454 (Pfirsichbaeumchen),Ich habe mich verirrt.,I am lost.
CC-BY 2.0 (France) Attribution: tatoeba.org #376402 (saeb) & #2705321 (Pfirsichbaeumchen),Es geht mir gut.,I am okay.
CC-BY 2.0 (France) Attribution: tatoeba.org #436433 (lukaszpp) & #399166 (MUIRIEL),Ich bin sicher.,I am sure.
CC-BY 2.0 (France) Attribution: tatoeba.org #436275 (lukaszpp) & #576296 (Pfirsichbaeumchen),Ich bin groß.,I am tall.
CC-BY 2.0 (France) Attribution: tatoeba.org #574624 (Zac2333) & #659407 (Esperantostern),Mir geht es gut.,I am well.
CC-BY 2.0 (France) Attribution: tatoeba.org #574624 (Zac2333) & #2705321 (Pfirsichbaeumchen),Es geht mir gut.,I am well.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828654 (CK) & #472 (MUIRIEL),Ich bin einverstanden.,I approve.
CC-BY 2.0 (France) Attribution: tatoeba.org #774825 (marloncori) & #782641 (Chris),Ich kann fliegen.,I can fly.
CC-BY 2.0 (France) Attribution: tatoeba.org #1173661 (CK) & #1074395 (Esperantostern),Ich kann laufen.,I can run.
CC-BY 2.0 (France) Attribution: tatoeba.org #1173661 (CK) & #1313711 (Pfirsichbaeumchen),Ich kann rennen.,I can run.
CC-BY 2.0 (France) Attribution: tatoeba.org #52315 (CK) & #358380 (MUIRIEL),Ich kann Ski fahren.,I can ski.
CC-BY 2.0 (France) Attribution: tatoeba.org #6358763 (CK) & #6400838 (Pfirsichbaeumchen),Ich kann gewinnen.,I can win.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828658 (CK) & #2201596 (Esperantostern),Ich änderte.,I changed.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828659 (CK) & #7141500 (Luiaard),Ich habe geschummelt.,I cheated.
CC-BY 2.0 (France) Attribution: tatoeba.org #6196262 (CK) & #632462 (Zaghawa),Ich klatschte.,I clapped.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828661 (CK) & #2800803 (freddy1),Ich hustete.,I coughed.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828661 (CK) & #8861444 (mramosch),Ich habe gehustet.,I coughed.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828663 (CK) & #8861445 (mramosch),Ich entkam.,I escaped.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828663 (CK) & #8861446 (mramosch),Ich bin entkommen.,I escaped.
CC-BY 2.0 (France) Attribution: tatoeba.org #20364 (CK) & #407486 (MUIRIEL),Ich wurde ohnmächtig.,I fainted.
CC-BY 2.0 (France) Attribution: tatoeba.org #20364 (CK) & #428527 (MUIRIEL),Ich fiel in Ohnmacht.,I fainted.
CC-BY 2.0 (France) Attribution: tatoeba.org #245257 (Zifre) & #3062837 (Pfirsichbaeumchen),"Ich fürchte, ja.",I fear so.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828664 (CK) & #8647454 (Melang),Ich runzelte die Stirn.,I frowned.
CC-BY 2.0 (France) Attribution: tatoeba.org #2863162 (Amastan) & #6644373 (Felixjp),Ich habe aufgegeben.,I gave up.
CC-BY 2.0 (France) Attribution: tatoeba.org #2863162 (Amastan) & #6644471 (Felixjp),Ich gab auf.,I gave up.
CC-BY 2.0 (France) Attribution: tatoeba.org #904789 (Trailsend) & #900088 (Esperantostern),"Ich verstehe, was du meinst.",I get you.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828665 (CK) & #6589453 (Pfirsichbaeumchen),Ich kicherte.,I giggled.
CC-BY 2.0 (France) Attribution: tatoeba.org #454503 (FeuDRenais) & #6644456 (Felixjp),Ich gebe nach.,I give in.
CC-BY 2.0 (France) Attribution: tatoeba.org #454503 (FeuDRenais) & #6644472 (Felixjp),Ich füge mich.,I give in.
CC-BY 2.0 (France) Attribution: tatoeba.org #2245795 (CK) & #2393716 (Pfirsichbaeumchen),Ich wurde wütend.,I got mad.
CC-BY 2.0 (France) Attribution: tatoeba.org #2245795 (CK) & #6842893 (Pfirsichbaeumchen),Ich wurde böse.,I got mad.
CC-BY 2.0 (France) Attribution: tatoeba.org #8908403 (CK) & #8908509 (brauchinet),Ich habe dich.,I got you.
CC-BY 2.0 (France) Attribution: tatoeba.org #2245851 (CK) & #2999883 (pne),Ich hatte Spaß.,I had fun.
CC-BY 2.0 (France) Attribution: tatoeba.org #2245851 (CK) & #3464420 (Zaghawa),Ich habe mich amüsiert.,I had fun.
CC-BY 2.0 (France) Attribution: tatoeba.org #2235723 (CK) & #5245285 (christian42),Ich habe Tom geschlagen.,I hit Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2235723 (CK) & #8915467 (mramosch),Ich schlug Tom.,I hit Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #51142 (CK) & #340885 (MUIRIEL),Das hoffe ich.,I hope so.
CC-BY 2.0 (France) Attribution: tatoeba.org #51142 (CK) & #759593 (Bellinger),Ich hoffe es.,I hope so.
CC-BY 2.0 (France) Attribution: tatoeba.org #7768432 (OmkarM) & #2201887 (Esperantostern),Ich habe aufgelegt.,I hung up.
CC-BY 2.0 (France) Attribution: tatoeba.org #6358760 (CK) & #8478429 (manese),Ich habe mich beeilt.,I hurried.
CC-BY 2.0 (France) Attribution: tatoeba.org #1209117 (CK) & #2030483 (Pfirsichbaeumchen),Ich wusste es.,I knew it.
CC-BY 2.0 (France) Attribution: tatoeba.org #1209117 (CK) & #3879112 (raggione),Ich wusste das.,I knew it.
CC-BY 2.0 (France) Attribution: tatoeba.org #258713 (CK) & #547385 (Espi),Ich lachte.,I laughed.
CC-BY 2.0 (France) Attribution: tatoeba.org #1520245 (ABChessel) & #1358067 (Manfredo),Das gefällt mir.,I like it.
CC-BY 2.0 (France) Attribution: tatoeba.org #1520245 (ABChessel) & #6842133 (list),Es ist mir recht.,I like it.
CC-BY 2.0 (France) Attribution: tatoeba.org #2245956 (CK) & #7253037 (raggione),Ich habe ihn verloren.,I lost it.
CC-BY 2.0 (France) Attribution: tatoeba.org #1132072 (CK) & #6644199 (Felixjp),Ich liebe es!,I love it!
CC-BY 2.0 (France) Attribution: tatoeba.org #3812708 (robbieheslop) & #6644198 (Felixjp),Ich liebe es.,I love it.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828672 (CK) & #700384 (Alois),Ich habe es gemacht.,I made it.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828672 (CK) & #1223697 (BraveSentry),Ich habe es geschafft.,I made it.
CC-BY 2.0 (France) Attribution: tatoeba.org #6358757 (CK) & #6400839 (Pfirsichbaeumchen),Vielleicht gewinne ich.,I may win.
CC-BY 2.0 (France) Attribution: tatoeba.org #322125 (jakov) & #657092 (samueldora),Ich meine es so!,I mean it!
CC-BY 2.0 (France) Attribution: tatoeba.org #322125 (jakov) & #2997934 (pne),Ich meine es ernst!,I mean it!
CC-BY 2.0 (France) Attribution: tatoeba.org #250804 (CK) & #1768662 (Pfirsichbaeumchen),Ich meine es ernst.,I mean it.
CC-BY 2.0 (France) Attribution: tatoeba.org #250804 (CK) & #1806646 (Tamy),Es ist ernst gemeint von mir.,I mean it.
CC-BY 2.0 (France) Attribution: tatoeba.org #6196260 (CK) & #3753519 (Zaghawa),Ich habe Tom getroffen.,I met Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #6196260 (CK) & #7592174 (wolfgangth),Ich traf Tom.,I met Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #6196260 (CK) & #7592175 (wolfgangth),Ich bin Tom begegnet.,I met Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2771581 (CK) & #3172032 (dinkel_girl),Ich habe ihn getroffen.,I met him.
CC-BY 2.0 (France) Attribution: tatoeba.org #1337519 (CK) & #6625839 (Felixjp),Ich vermisse es.,I miss it.
CC-BY 2.0 (France) Attribution: tatoeba.org #1337519 (CK) & #6627179 (raggione),Es fehlt mir.,I miss it.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111800 (CK) & #2159648 (Vortarulo),Ich versprech's.,I promise.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111800 (CK) & #2159649 (Vortarulo),Ich verspreche es.,I promise.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828674 (CK) & #8861447 (mramosch),Ich entspanne mich.,I relaxed.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828674 (CK) & #8861448 (mramosch),Ich habe mich entspannt.,I relaxed.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828675 (CK) & #8861449 (mramosch),Ich ging in Pension.,I retired.
CC-BY 2.0 (France) Attribution: tatoeba.org #2405884 (CK) & #6625855 (Felixjp),Ich sagte nein.,I said no.
CC-BY 2.0 (France) Attribution: tatoeba.org #2244569 (CK) & #3753516 (Zaghawa),Ich habe Tom gesehen.,I saw Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #519963 (darinmex) & #359066 (MUIRIEL),Ich habe ihn gesehen.,I saw him.
CC-BY 2.0 (France) Attribution: tatoeba.org #3168241 (CK) & #6611552 (Felixjp),Ich habe einen gesehen.,I saw one.
CC-BY 2.0 (France) Attribution: tatoeba.org #2247402 (CK) & #2527672 (Pfirsichbaeumchen),Ich habe dich gesehen.,I saw you.
CC-BY 2.0 (France) Attribution: tatoeba.org #2247402 (CK) & #2527674 (Pfirsichbaeumchen),Ich habe euch gesehen.,I saw you.
CC-BY 2.0 (France) Attribution: tatoeba.org #2247402 (CK) & #8445778 (Luiaard),Ich habe Sie gesehen.,I saw you.
CC-BY 2.0 (France) Attribution: tatoeba.org #2235735 (CK) & #2559901 (Pfirsichbaeumchen),Ich sehe Tom.,I see Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828677 (CK) & #8861450 (mramosch),Ich rutschte aus.,I slipped.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828677 (CK) & #8861451 (mramosch),Ich bin ausgerutscht.,I slipped.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828679 (CK) & #8647455 (Melang),Ich hörte auf.,I stopped.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828679 (CK) & #8647456 (Melang),Ich stoppte.,I stopped.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828682 (CK) & #6643992 (Felixjp),Ich nahm es.,I took it.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828682 (CK) & #6644347 (Felixjp),Ich habe es genommen.,I took it.
CC-BY 2.0 (France) Attribution: tatoeba.org #1148324 (cntrational) & #2296175 (Tamy),Ich möchte es.,I want it.
CC-BY 2.0 (France) Attribution: tatoeba.org #1148324 (cntrational) & #6625772 (Felixjp),Ich will es.,I want it.
CC-BY 2.0 (France) Attribution: tatoeba.org #3822076 (CK) & #6611521 (Felixjp),Ich war neu.,I was new.
CC-BY 2.0 (France) Attribution: tatoeba.org #4695537 (Hybrid) & #4701236 (dannylow),Ich war schüchtern.,I was shy.
CC-BY 2.0 (France) Attribution: tatoeba.org #2247573 (CK) & #439366 (Robroy),Ich gehe.,I will go.
CC-BY 2.0 (France) Attribution: tatoeba.org #2247573 (CK) & #4454179 (rocco_granata),Ich werde gehen.,I will go.
CC-BY 2.0 (France) Attribution: tatoeba.org #3818967 (CK) & #3940126 (Tamy),Ich wachte auf.,I woke up.
CC-BY 2.0 (France) Attribution: tatoeba.org #3823427 (CK) & #6625751 (Felixjp),Ich würde es tun.,I'd do it.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111789 (CK) & #7374105 (Yorwba),Ich würde gehen.,I'd leave.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111787 (CK) & #7277213 (Yorwba),Ich werde anrufen.,I'll call.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828685 (CK) & #4776708 (Germic),Ich werde kommen.,I'll come.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111783 (CK) & #6643577 (Felixjp),Ich werde kochen.,I'll cook.
CC-BY 2.0 (France) Attribution: tatoeba.org #2549831 (CK) & #3303103 (Pfirsichbaeumchen),Ich helfe.,I'll help.
CC-BY 2.0 (France) Attribution: tatoeba.org #2123627 (CK) & #2139191 (Pfirsichbaeumchen),Ich werde leben.,I'll live.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111777 (CK) & #7451628 (Yorwba),Ich werde gehorchen.,I'll obey.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111775 (CK) & #6643669 (Felixjp),Ich werde aufhören.,I'll quit.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111775 (CK) & #7374104 (Yorwba),Ich werde abbrechen.,I'll quit.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111772 (CK) & #3766290 (Jens_Odo),Ich werde singen.,I'll sing.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111769 (CK) & #2980574 (pne),Ich werde bleiben.,I'll stay.
CC-BY 2.0 (France) Attribution: tatoeba.org #2878242 (CK) & #6643669 (Felixjp),Ich werde aufhören.,I'll stop.
CC-BY 2.0 (France) Attribution: tatoeba.org #2878243 (CK) & #7281091 (Yorwba),Ich werde reden.,I'll talk.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111766 (CK) & #2982909 (pne),Ich werde warten.,I'll wait.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111765 (CK) & #182037 (MUIRIEL),Ich gehe zu Fuß.,I'll walk.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111765 (CK) & #8934939 (wolfgangth),Ich werde zu Fuß gehen.,I'll walk.
CC-BY 2.0 (France) Attribution: tatoeba.org #580774 (FeuDRenais) & #139166 (MUIRIEL),Ich bin ein Mann.,I'm a man.
CC-BY 2.0 (France) Attribution: tatoeba.org #8809445 (CK) & #8810689 (Pfirsichbaeumchen),Ich bin Spion.,I'm a spy.
CC-BY 2.0 (France) Attribution: tatoeba.org #8809445 (CK) & #8810690 (Pfirsichbaeumchen),Ich bin Spionin.,I'm a spy.
CC-BY 2.0 (France) Attribution: tatoeba.org #507444 (callmath) & #4333608 (Wuzzy),Ich bin sauer.,I'm angry.
CC-BY 2.0 (France) Attribution: tatoeba.org #323761 (CK) & #1313714 (Pfirsichbaeumchen),Ich bin wach.,I'm awake.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111753 (CK) & #7277209 (Yorwba),Ich bin blind.,I'm blind.
CC-BY 2.0 (France) Attribution: tatoeba.org #431539 (Clavain) & #520026 (Espi),Ich bin gelangweilt.,I'm bored.
CC-BY 2.0 (France) Attribution: tatoeba.org #431539 (Clavain) & #534038 (joha2),Mir ist langweilig.,I'm bored.
CC-BY 2.0 (France) Attribution: tatoeba.org #18547 (CK) & #368545 (xtofu80),Ich bin knapp bei Kasse.,I'm broke.
CC-BY 2.0 (France) Attribution: tatoeba.org #18547 (CK) & #450464 (al_ex_an_der),Ich bin pleite.,I'm broke.
CC-BY 2.0 (France) Attribution: tatoeba.org #2066291 (LanguageExpert) & #8482471 (driini),Ich bin verrückt.,I'm crazy.
CC-BY 2.0 (France) Attribution: tatoeba.org #2283727 (CK) & #7463705 (Yorwba),Ich bin geheilt.,I'm cured.
CC-BY 2.0 (France) Attribution: tatoeba.org #958784 (FeuDRenais) & #370902 (xtofu80),Ich bin betrunken.,I'm drunk.
CC-BY 2.0 (France) Attribution: tatoeba.org #958784 (FeuDRenais) & #940616 (Hans07),Ich bin blau.,I'm drunk.
CC-BY 2.0 (France) Attribution: tatoeba.org #2051764 (Shishir) & #3836805 (Pfirsichbaeumchen),Ich werde bald sterben.,I'm dying.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111737 (CK) & #7374081 (Yorwba),Ich bin früh dran.,I'm early.
CC-BY 2.0 (France) Attribution: tatoeba.org #2202863 (CK) & #7451335 (Yorwba),Ich bin Erster.,I'm first.
CC-BY 2.0 (France) Attribution: tatoeba.org #2202863 (CK) & #7451337 (Yorwba),Ich bin Erste.,I'm first.
CC-BY 2.0 (France) Attribution: tatoeba.org #2202900 (CK) & #7413301 (Yorwba),Ich bin pingelig.,I'm fussy.
CC-BY 2.0 (France) Attribution: tatoeba.org #495219 (adjusting) & #360920 (MUIRIEL),Ich gehe jetzt.,I'm going.
CC-BY 2.0 (France) Attribution: tatoeba.org #1872056 (Eldad) & #626253 (kolonjano),Ich bin glücklich.,I'm happy.
CC-BY 2.0 (France) Attribution: tatoeba.org #1872056 (Eldad) & #1657039 (Esperantostern),Ich bin froh.,I'm happy.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111712 (CK) & #7369981 (Yorwba),Ich lüge.,I'm lying.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203101 (CK) & #7451368 (Yorwba),Ich bin bedürftig.,I'm needy.
CC-BY 2.0 (France) Attribution: tatoeba.org #3330257 (CK) & #1137134 (Esperantostern),Ich bin fett.,I'm obese.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828693 (CK) & #7413301 (Yorwba),Ich bin pingelig.,I'm picky.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828693 (CK) & #8379077 (Luiaard),Ich bin wählerisch.,I'm picky.
CC-BY 2.0 (France) Attribution: tatoeba.org #2123619 (CK) & #2139202 (Pfirsichbaeumchen),Ich bin soweit!,I'm ready!
CC-BY 2.0 (France) Attribution: tatoeba.org #1891110 (CK) & #2153181 (Pfirsichbaeumchen),Ich bin soweit.,I'm ready.
CC-BY 2.0 (France) Attribution: tatoeba.org #1891110 (CK) & #7372546 (raggione),Ich bin so weit.,I'm ready.
CC-BY 2.0 (France) Attribution: tatoeba.org #321343 (CK) & #801040 (jakov),Ich habe recht.,I'm right.
CC-BY 2.0 (France) Attribution: tatoeba.org #321343 (CK) & #817440 (jakov),Ich habe Recht.,I'm right.
CC-BY 2.0 (France) Attribution: tatoeba.org #2361904 (CK) & #3068308 (Pfirsichbaeumchen),Ich bin nüchtern.,I'm sober.
CC-BY 2.0 (France) Attribution: tatoeba.org #38387 (CK) & #397871 (MikeMolto),Es tut mir leid.,I'm sorry.
CC-BY 2.0 (France) Attribution: tatoeba.org #38387 (CK) & #397872 (MikeMolto),Entschuldigung!,I'm sorry.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203412 (CK) & #7413404 (Yorwba),Ich stecke fest.,I'm stuck.
CC-BY 2.0 (France) Attribution: tatoeba.org #1705 (brauliobezerra) & #372642 (MUIRIEL),Ich bin müde!,I'm tired.
CC-BY 2.0 (France) Attribution: tatoeba.org #1705 (brauliobezerra) & #459131 (Espi),Ich bin müde.,I'm tired.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203467 (CK) & #7413439 (Yorwba),Ich bin zäh.,I'm tough.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203558 (CK) & #2205500 (Pfirsichbaeumchen),Ich bin verärgert.,I'm upset.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203558 (CK) & #4019285 (raggione),Ich bin bestürzt.,I'm upset.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111665 (CK) & #6625985 (Felixjp),Ich gehöre dir.,I'm yours.
CC-BY 2.0 (France) Attribution: tatoeba.org #1126967 (CK) & #4659717 (AC),Ich habe verloren.,I've lost.
CC-BY 2.0 (France) Attribution: tatoeba.org #2649249 (CK) & #2657185 (Pfirsichbaeumchen),Beachte es gar nicht!,Ignore it.
CC-BY 2.0 (France) Attribution: tatoeba.org #2649249 (CK) & #2657186 (Pfirsichbaeumchen),Beachten Sie es gar nicht!,Ignore it.
CC-BY 2.0 (France) Attribution: tatoeba.org #2244627 (CK) & #6625709 (Felixjp),Ist Tom okay?,Is Tom OK?
CC-BY 2.0 (France) Attribution: tatoeba.org #2244609 (CK) & #3049564 (pne),Ist Tom da?,Is Tom in?
CC-BY 2.0 (France) Attribution: tatoeba.org #6196259 (CK) & #6625724 (Felixjp),Ist er Tom?,Is he Tom?
CC-BY 2.0 (France) Attribution: tatoeba.org #1665 (CK) & #470 (MUIRIEL),Ist es schlimm?,Is it bad?
CC-BY 2.0 (France) Attribution: tatoeba.org #1308427 (CK) & #2078166 (Manfredo),Ist das weit?,Is it far?
CC-BY 2.0 (France) Attribution: tatoeba.org #456027 (lukaszpp) & #5363181 (RandomUsername),Ist es heiß?,Is it hot?
CC-BY 2.0 (France) Attribution: tatoeba.org #1910886 (Zaghawa) & #1910884 (Zaghawa),Ist es neu?,Is it new?
